Index,Name,Driver,Neurotransmitter,Birthtime
442,Cha-F-000139,Cha-Gal4,Acetylcholine,embryo
443,Cha-F-000140,Cha-Gal4,Acetylcholine,embryo
444,Cha-F-000141,Cha-Gal4,Acetylcholine,embryo
445,Cha-F-000142,Cha-Gal4,Acetylcholine,embryo
446,Cha-F-000143,Cha-Gal4,Acetylcholine,embryo
447,Cha-F-000144,Cha-Gal4,Acetylcholine,embryo
448,Cha-F-000146,Cha-Gal4,Acetylcholine,embryo
449,Cha-F-000147,Cha-Gal4,Acetylcholine,embryo
450,Cha-F-000148,Cha-Gal4,Acetylcholine,embryo
451,Cha-F-000149,Cha-Gal4,Acetylcholine,embryo
452,Cha-F-000151,Cha-Gal4,Acetylcholine,embryo
453,Cha-F-000152,Cha-Gal4,Acetylcholine,embryo
454,Cha-F-000153,Cha-Gal4,Acetylcholine,embryo
455,Cha-F-000154,Cha-Gal4,Acetylcholine,embryo
456,Cha-F-000155,Cha-Gal4,Acetylcholine,embryo
457,Cha-F-000157,Cha-Gal4,Acetylcholine,embryo
458,Cha-F-000158,Cha-Gal4,Acetylcholine,embryo
459,Cha-F-000159,Cha-Gal4,Acetylcholine,embryo
460,Cha-F-000160,Cha-Gal4,Acetylcholine,embryo
461,Cha-F-000161,Cha-Gal4,Acetylcholine,embryo
462,Cha-F-000162,Cha-Gal4,Acetylcholine,embryo
463,Cha-F-000164,Cha-Gal4,Acetylcholine,embryo
464,Cha-F-000166,Cha-Gal4,Acetylcholine,embryo
465,Cha-F-000167,Cha-Gal4,Acetylcholine,embryo
466,Cha-F-000169,Cha-Gal4,Acetylcholine,embryo
467,Cha-F-000170,Cha-Gal4,Acetylcholine,embryo
468,Cha-F-000171,Cha-Gal4,Acetylcholine,embryo
469,Cha-F-000172,Cha-Gal4,Acetylcholine,embryo
470,Cha-F-000173,Cha-Gal4,Acetylcholine,embryo
471,Cha-F-000174,Cha-Gal4,Acetylcholine,embryo
472,Cha-F-000176,Cha-Gal4,Acetylcholine,embryo
473,Cha-F-000177,Cha-Gal4,Acetylcholine,embryo
474,Cha-F-000182,Cha-Gal4,Acetylcholine,embryo
475,Cha-F-000183,Cha-Gal4,Acetylcholine,embryo
476,Cha-F-000184,Cha-Gal4,Acetylcholine,embryo
477,Cha-F-000185,Cha-Gal4,Acetylcholine,embryo
478,Cha-F-000186,Cha-Gal4,Acetylcholine,embryo
479,Cha-F-000187,Cha-Gal4,Acetylcholine,embryo
480,Cha-F-000188,Cha-Gal4,Acetylcholine,embryo
481,Cha-F-000190,Cha-Gal4,Acetylcholine,embryo
482,Cha-F-000191,Cha-Gal4,Acetylcholine,embryo
483,Cha-F-000192,Cha-Gal4,Acetylcholine,embryo
484,Cha-F-000193,Cha-Gal4,Acetylcholine,embryo
485,Cha-F-000194,Cha-Gal4,Acetylcholine,embryo
486,Cha-F-000195,Cha-Gal4,Acetylcholine,embryo
487,Cha-F-000196,Cha-Gal4,Acetylcholine,embryo
488,Cha-F-000197,Cha-Gal4,Acetylcholine,embryo
489,Cha-F-000198,Cha-Gal4,Acetylcholine,embryo
490,Cha-F-000199,Cha-Gal4,Acetylcholine,embryo
491,Cha-F-000200,Cha-Gal4,Acetylcholine,embryo
492,Cha-F-000201,Cha-Gal4,Acetylcholine,embryo
493,Cha-F-000202,Cha-Gal4,Acetylcholine,embryo
494,Cha-F-000203,Cha-Gal4,Acetylcholine,embryo
495,Cha-F-000204,Cha-Gal4,Acetylcholine,embryo
496,Cha-F-000205,Cha-Gal4,Acetylcholine,embryo
497,Cha-F-000206,Cha-Gal4,Acetylcholine,embryo
498,Cha-F-000207,Cha-Gal4,Acetylcholine,embryo
499,Cha-F-000208,Cha-Gal4,Acetylcholine,embryo
500,Cha-F-000209,Cha-Gal4,Acetylcholine,embryo
501,Cha-F-000210,Cha-Gal4,Acetylcholine,embryo
502,Cha-F-000211,Cha-Gal4,Acetylcholine,embryo
503,Cha-F-000212,Cha-Gal4,Acetylcholine,embryo
504,Cha-F-000213,Cha-Gal4,Acetylcholine,embryo
505,Cha-F-000214,Cha-Gal4,Acetylcholine,embryo
506,Cha-F-000215,Cha-Gal4,Acetylcholine,embryo
507,Cha-F-000216,Cha-Gal4,Acetylcholine,embryo
508,Cha-F-000217,Cha-Gal4,Acetylcholine,embryo
509,Cha-F-000218,Cha-Gal4,Acetylcholine,embryo
510,Cha-F-000220,Cha-Gal4,Acetylcholine,embryo
511,Cha-F-000221,Cha-Gal4,Acetylcholine,embryo
512,Cha-F-000222,Cha-Gal4,Acetylcholine,embryo
513,Cha-F-000223,Cha-Gal4,Acetylcholine,embryo
514,Cha-F-000224,Cha-Gal4,Acetylcholine,embryo
515,Cha-F-000225,Cha-Gal4,Acetylcholine,embryo
516,Cha-F-000226,Cha-Gal4,Acetylcholine,embryo
517,Cha-F-000227,Cha-Gal4,Acetylcholine,embryo
518,Cha-F-000228,Cha-Gal4,Acetylcholine,embryo
519,Cha-F-000229,Cha-Gal4,Acetylcholine,embryo
520,Cha-F-000230,Cha-Gal4,Acetylcholine,embryo
521,Cha-F-000231,Cha-Gal4,Acetylcholine,embryo
522,Cha-F-000232,Cha-Gal4,Acetylcholine,embryo
523,Cha-F-000233,Cha-Gal4,Acetylcholine,embryo
524,Cha-F-000234,Cha-Gal4,Acetylcholine,embryo
525,Cha-F-000235,Cha-Gal4,Acetylcholine,embryo
526,Cha-F-000236,Cha-Gal4,Acetylcholine,embryo
527,Cha-F-000237,Cha-Gal4,Acetylcholine,embryo
528,Cha-F-000238,Cha-Gal4,Acetylcholine,embryo
529,Cha-F-000239,Cha-Gal4,Acetylcholine,embryo
530,Cha-F-000240,Cha-Gal4,Acetylcholine,embryo
531,Cha-F-000241,Cha-Gal4,Acetylcholine,embryo
532,Cha-F-000242,Cha-Gal4,Acetylcholine,embryo
533,Cha-F-000244,Cha-Gal4,Acetylcholine,embryo
534,Cha-F-000246,Cha-Gal4,Acetylcholine,embryo
535,Cha-F-000247,Cha-Gal4,Acetylcholine,embryo
536,Cha-F-000248,Cha-Gal4,Acetylcholine,embryo
537,Cha-F-000249,Cha-Gal4,Acetylcholine,embryo
538,Cha-F-000250,Cha-Gal4,Acetylcholine,embryo
539,Cha-F-000251,Cha-Gal4,Acetylcholine,embryo
540,Cha-F-000252,Cha-Gal4,Acetylcholine,embryo
541,Cha-F-000253,Cha-Gal4,Acetylcholine,embryo
542,Cha-F-000254,Cha-Gal4,Acetylcholine,embryo
543,Cha-F-000255,Cha-Gal4,Acetylcholine,embryo
544,Cha-F-000257,Cha-Gal4,Acetylcholine,embryo
545,Cha-F-000258,Cha-Gal4,Acetylcholine,embryo
546,Cha-F-000259,Cha-Gal4,Acetylcholine,embryo
547,Cha-F-000260,Cha-Gal4,Acetylcholine,embryo
548,Cha-F-000261,Cha-Gal4,Acetylcholine,embryo
549,Cha-F-000262,Cha-Gal4,Acetylcholine,embryo
550,Cha-F-000263,Cha-Gal4,Acetylcholine,embryo
551,Cha-F-000266,Cha-Gal4,Acetylcholine,embryo
552,Cha-F-000267,Cha-Gal4,Acetylcholine,embryo
553,Cha-F-000268,Cha-Gal4,Acetylcholine,embryo
554,Cha-F-000269,Cha-Gal4,Acetylcholine,embryo
555,Cha-F-000270,Cha-Gal4,Acetylcholine,embryo
556,Cha-F-000271,Cha-Gal4,Acetylcholine,embryo
557,Cha-F-000272,Cha-Gal4,Acetylcholine,embryo
558,Cha-F-000273,Cha-Gal4,Acetylcholine,embryo
559,Cha-F-000274,Cha-Gal4,Acetylcholine,embryo
560,Cha-F-000276,Cha-Gal4,Acetylcholine,embryo
561,Cha-F-000277,Cha-Gal4,Acetylcholine,embryo
562,Cha-F-000278,Cha-Gal4,Acetylcholine,embryo
563,Cha-F-000280,Cha-Gal4,Acetylcholine,embryo
564,Cha-F-000281,Cha-Gal4,Acetylcholine,embryo
565,Cha-F-000282,Cha-Gal4,Acetylcholine,embryo
566,Cha-F-000283,Cha-Gal4,Acetylcholine,embryo
567,Cha-F-000284,Cha-Gal4,Acetylcholine,embryo
568,Cha-F-000285,Cha-Gal4,Acetylcholine,embryo
569,Cha-F-000286,Cha-Gal4,Acetylcholine,embryo
570,Cha-F-000287,Cha-Gal4,Acetylcholine,embryo
571,Cha-F-000288,Cha-Gal4,Acetylcholine,embryo
572,Cha-F-000289,Cha-Gal4,Acetylcholine,embryo
573,Cha-F-000290,Cha-Gal4,Acetylcholine,embryo
574,Cha-F-000291,Cha-Gal4,Acetylcholine,embryo
575,Cha-F-000293,Cha-Gal4,Acetylcholine,embryo
576,Cha-F-000294,Cha-Gal4,Acetylcholine,embryo
577,Cha-F-000296,Cha-Gal4,Acetylcholine,embryo
578,Cha-F-000297,Cha-Gal4,Acetylcholine,embryo
579,Cha-F-000298,Cha-Gal4,Acetylcholine,embryo
580,Cha-F-000299,Cha-Gal4,Acetylcholine,embryo
581,Cha-F-000300,Cha-Gal4,Acetylcholine,embryo
582,Cha-F-000301,Cha-Gal4,Acetylcholine,embryo
583,Cha-F-000302,Cha-Gal4,Acetylcholine,embryo
584,Cha-F-000303,Cha-Gal4,Acetylcholine,embryo
585,Cha-F-000304,Cha-Gal4,Acetylcholine,embryo
586,Cha-F-000305,Cha-Gal4,Acetylcholine,embryo
587,Cha-F-000306,Cha-Gal4,Acetylcholine,embryo
588,Cha-F-000307,Cha-Gal4,Acetylcholine,embryo
589,Cha-F-000308,Cha-Gal4,Acetylcholine,embryo
590,Cha-F-000309,Cha-Gal4,Acetylcholine,embryo
591,Cha-F-000311,Cha-Gal4,Acetylcholine,embryo
592,Cha-F-000312,Cha-Gal4,Acetylcholine,embryo
593,Cha-F-000313,Cha-Gal4,Acetylcholine,embryo
594,Cha-F-000315,Cha-Gal4,Acetylcholine,embryo
595,Cha-F-000316,Cha-Gal4,Acetylcholine,embryo
596,Cha-F-000317,Cha-Gal4,Acetylcholine,embryo
597,Cha-F-000318,Cha-Gal4,Acetylcholine,embryo
598,Cha-F-000319,Cha-Gal4,Acetylcholine,embryo
599,Cha-F-000320,Cha-Gal4,Acetylcholine,embryo
600,Cha-F-000322,Cha-Gal4,Acetylcholine,embryo
601,Cha-F-000323,Cha-Gal4,Acetylcholine,embryo
602,Cha-F-000324,Cha-Gal4,Acetylcholine,embryo
603,Cha-F-000325,Cha-Gal4,Acetylcholine,embryo
604,Cha-F-000326,Cha-Gal4,Acetylcholine,embryo
605,Cha-F-000327,Cha-Gal4,Acetylcholine,embryo
606,Cha-F-000329,Cha-Gal4,Acetylcholine,embryo
607,Cha-F-000330,Cha-Gal4,Acetylcholine,embryo
608,Cha-F-000331,Cha-Gal4,Acetylcholine,embryo
609,Cha-F-000332,Cha-Gal4,Acetylcholine,embryo
610,Cha-F-000333,Cha-Gal4,Acetylcholine,embryo
611,Cha-F-000334,Cha-Gal4,Acetylcholine,embryo
612,Cha-F-000335,Cha-Gal4,Acetylcholine,embryo
613,Cha-F-000336,Cha-Gal4,Acetylcholine,embryo
614,Cha-F-000337,Cha-Gal4,Acetylcholine,embryo
615,Cha-F-000339,Cha-Gal4,Acetylcholine,embryo
616,Cha-F-000340,Cha-Gal4,Acetylcholine,embryo
617,Cha-F-000341,Cha-Gal4,Acetylcholine,embryo
618,Cha-F-000342,Cha-Gal4,Acetylcholine,embryo
619,Cha-F-000343,Cha-Gal4,Acetylcholine,embryo
620,Cha-F-000344,Cha-Gal4,Acetylcholine,embryo
621,Cha-F-000345,Cha-Gal4,Acetylcholine,embryo
622,Cha-F-000346,Cha-Gal4,Acetylcholine,embryo
623,Cha-F-000347,Cha-Gal4,Acetylcholine,embryo
624,Cha-F-000348,Cha-Gal4,Acetylcholine,embryo
625,Cha-F-000349,Cha-Gal4,Acetylcholine,embryo
626,Cha-F-000351,Cha-Gal4,Acetylcholine,embryo
627,Cha-F-000352,Cha-Gal4,Acetylcholine,embryo
628,Cha-F-000353,Cha-Gal4,Acetylcholine,embryo
629,Cha-F-000354,Cha-Gal4,Acetylcholine,embryo
630,Cha-F-000355,Cha-Gal4,Acetylcholine,embryo
631,Cha-F-000356,Cha-Gal4,Acetylcholine,embryo
632,Cha-F-000357,Cha-Gal4,Acetylcholine,embryo
633,Cha-F-000358,Cha-Gal4,Acetylcholine,embryo
634,Cha-F-000359,Cha-Gal4,Acetylcholine,embryo
635,Cha-F-000360,Cha-Gal4,Acetylcholine,embryo
636,Cha-F-000361,Cha-Gal4,Acetylcholine,embryo
637,Cha-F-000363,Cha-Gal4,Acetylcholine,embryo
638,Cha-F-000365,Cha-Gal4,Acetylcholine,embryo
639,Cha-F-000366,Cha-Gal4,Acetylcholine,embryo
640,Cha-F-000367,Cha-Gal4,Acetylcholine,embryo
641,Cha-F-000368,Cha-Gal4,Acetylcholine,embryo
642,Cha-F-000369,Cha-Gal4,Acetylcholine,embryo
643,Cha-F-000370,Cha-Gal4,Acetylcholine,embryo
644,Cha-F-000371,Cha-Gal4,Acetylcholine,embryo
645,Cha-F-000372,Cha-Gal4,Acetylcholine,embryo
646,Cha-F-000373,Cha-Gal4,Acetylcholine,embryo
647,Cha-F-000374,Cha-Gal4,Acetylcholine,embryo
648,Cha-F-000375,Cha-Gal4,Acetylcholine,embryo
649,Cha-F-000376,Cha-Gal4,Acetylcholine,embryo
650,Cha-F-000377,Cha-Gal4,Acetylcholine,embryo
651,Cha-F-000378,Cha-Gal4,Acetylcholine,embryo
652,Cha-F-000379,Cha-Gal4,Acetylcholine,embryo
653,Cha-F-000380,Cha-Gal4,Acetylcholine,embryo
654,Cha-F-000381,Cha-Gal4,Acetylcholine,embryo
655,Cha-F-000382,Cha-Gal4,Acetylcholine,embryo
656,Cha-F-000383,Cha-Gal4,Acetylcholine,embryo
657,Cha-F-000384,Cha-Gal4,Acetylcholine,embryo
658,Cha-F-000385,Cha-Gal4,Acetylcholine,embryo
659,Cha-F-000387,Cha-Gal4,Acetylcholine,embryo
660,Cha-F-000388,Cha-Gal4,Acetylcholine,embryo
661,Cha-F-000389,Cha-Gal4,Acetylcholine,embryo
662,Cha-F-000390,Cha-Gal4,Acetylcholine,embryo
663,Cha-F-000391,Cha-Gal4,Acetylcholine,embryo
664,Cha-F-000392,Cha-Gal4,Acetylcholine,embryo
665,Cha-F-000393,Cha-Gal4,Acetylcholine,embryo
666,Cha-F-000394,Cha-Gal4,Acetylcholine,embryo
667,Cha-F-000395,Cha-Gal4,Acetylcholine,embryo
668,Cha-F-000396,Cha-Gal4,Acetylcholine,embryo
669,Cha-F-000399,Cha-Gal4,Acetylcholine,embryo
670,Cha-F-000400,Cha-Gal4,Acetylcholine,embryo
671,Cha-F-000401,Cha-Gal4,Acetylcholine,embryo
672,Cha-F-000402,Cha-Gal4,Acetylcholine,embryo
673,Cha-F-000403,Cha-Gal4,Acetylcholine,embryo
674,Cha-F-000404,Cha-Gal4,Acetylcholine,embryo
675,Cha-F-000406,Cha-Gal4,Acetylcholine,embryo
676,Cha-F-000407,Cha-Gal4,Acetylcholine,embryo
677,Cha-F-000408,Cha-Gal4,Acetylcholine,embryo
678,Cha-F-000409,Cha-Gal4,Acetylcholine,embryo
679,Cha-F-000410,Cha-Gal4,Acetylcholine,embryo
680,Cha-F-000411,Cha-Gal4,Acetylcholine,embryo
681,Cha-F-000412,Cha-Gal4,Acetylcholine,embryo
682,Cha-F-000413,Cha-Gal4,Acetylcholine,embryo
683,Cha-F-000414,Cha-Gal4,Acetylcholine,embryo
684,Cha-F-000415,Cha-Gal4,Acetylcholine,embryo
685,Cha-F-000416,Cha-Gal4,Acetylcholine,embryo
686,Cha-F-000417,Cha-Gal4,Acetylcholine,embryo
687,Cha-F-000418,Cha-Gal4,Acetylcholine,embryo
688,Cha-F-000420,Cha-Gal4,Acetylcholine,embryo
689,Cha-F-000421,Cha-Gal4,Acetylcholine,embryo
690,Cha-F-000422,Cha-Gal4,Acetylcholine,embryo
691,Cha-F-000423,Cha-Gal4,Acetylcholine,embryo
692,Cha-F-000424,Cha-Gal4,Acetylcholine,embryo
693,Cha-F-000425,Cha-Gal4,Acetylcholine,embryo
694,Cha-F-000426,Cha-Gal4,Acetylcholine,embryo
695,Cha-F-000427,Cha-Gal4,Acetylcholine,embryo
696,Cha-F-000428,Cha-Gal4,Acetylcholine,embryo
697,Cha-F-000429,Cha-Gal4,Acetylcholine,embryo
698,Cha-F-000430,Cha-Gal4,Acetylcholine,embryo
699,Cha-F-000431,Cha-Gal4,Acetylcholine,embryo
700,Cha-F-000432,Cha-Gal4,Acetylcholine,embryo
701,Cha-F-000434,Cha-Gal4,Acetylcholine,embryo
702,Cha-F-000435,Cha-Gal4,Acetylcholine,embryo
703,Cha-F-000437,Cha-Gal4,Acetylcholine,embryo
704,Cha-F-000438,Cha-Gal4,Acetylcholine,embryo
705,Cha-F-000439,Cha-Gal4,Acetylcholine,embryo
706,Cha-F-000440,Cha-Gal4,Acetylcholine,embryo
707,Cha-F-000441,Cha-Gal4,Acetylcholine,embryo
708,Cha-F-000442,Cha-Gal4,Acetylcholine,embryo
709,Cha-F-000443,Cha-Gal4,Acetylcholine,embryo
710,Cha-F-000444,Cha-Gal4,Acetylcholine,embryo
711,Cha-F-000445,Cha-Gal4,Acetylcholine,embryo
712,Cha-F-000446,Cha-Gal4,Acetylcholine,embryo
713,Cha-F-000447,Cha-Gal4,Acetylcholine,embryo
714,Cha-F-000448,Cha-Gal4,Acetylcholine,embryo
715,Cha-F-000449,Cha-Gal4,Acetylcholine,embryo
716,Cha-F-000450,Cha-Gal4,Acetylcholine,embryo
717,Cha-F-000451,Cha-Gal4,Acetylcholine,embryo
718,Cha-F-000452,Cha-Gal4,Acetylcholine,embryo
719,Cha-F-000453,Cha-Gal4,Acetylcholine,embryo
720,Cha-F-000454,Cha-Gal4,Acetylcholine,embryo
721,Cha-F-000455,Cha-Gal4,Acetylcholine,embryo
722,Cha-F-000456,Cha-Gal4,Acetylcholine,embryo
723,Cha-F-000457,Cha-Gal4,Acetylcholine,embryo
724,Cha-F-000458,Cha-Gal4,Acetylcholine,embryo
725,Cha-F-000459,Cha-Gal4,Acetylcholine,embryo
726,Cha-F-000461,Cha-Gal4,Acetylcholine,embryo
727,Cha-F-000462,Cha-Gal4,Acetylcholine,embryo
728,Cha-F-000463,Cha-Gal4,Acetylcholine,embryo
729,Cha-F-000464,Cha-Gal4,Acetylcholine,embryo
730,Cha-F-000465,Cha-Gal4,Acetylcholine,embryo
731,Cha-F-000466,Cha-Gal4,Acetylcholine,embryo
732,Cha-F-000467,Cha-Gal4,Acetylcholine,embryo
733,Cha-F-000469,Cha-Gal4,Acetylcholine,embryo
734,Cha-F-000470,Cha-Gal4,Acetylcholine,embryo
735,Cha-F-000471,Cha-Gal4,Acetylcholine,embryo
736,Cha-F-000472,Cha-Gal4,Acetylcholine,embryo
737,Cha-F-000473,Cha-Gal4,Acetylcholine,embryo
738,Cha-F-000474,Cha-Gal4,Acetylcholine,embryo
739,Cha-F-000475,Cha-Gal4,Acetylcholine,embryo
740,Cha-F-000476,Cha-Gal4,Acetylcholine,embryo
741,Cha-F-000477,Cha-Gal4,Acetylcholine,embryo
742,Cha-F-000478,Cha-Gal4,Acetylcholine,embryo
743,Cha-F-000479,Cha-Gal4,Acetylcholine,embryo
744,Cha-F-000480,Cha-Gal4,Acetylcholine,embryo
745,Cha-F-000482,Cha-Gal4,Acetylcholine,embryo
746,Cha-F-000483,Cha-Gal4,Acetylcholine,embryo
747,Cha-F-000484,Cha-Gal4,Acetylcholine,embryo
748,Cha-F-000485,Cha-Gal4,Acetylcholine,embryo
749,Cha-F-000486,Cha-Gal4,Acetylcholine,embryo
750,Cha-F-000487,Cha-Gal4,Acetylcholine,embryo
751,Cha-F-000488,Cha-Gal4,Acetylcholine,embryo
752,Cha-F-000489,Cha-Gal4,Acetylcholine,embryo
753,Cha-F-000490,Cha-Gal4,Acetylcholine,embryo
754,Cha-F-000491,Cha-Gal4,Acetylcholine,embryo
755,Cha-F-000492,Cha-Gal4,Acetylcholine,embryo
756,Cha-F-000493,Cha-Gal4,Acetylcholine,embryo
757,Cha-F-000494,Cha-Gal4,Acetylcholine,embryo
758,Cha-F-000495,Cha-Gal4,Acetylcholine,embryo
759,Cha-F-000496,Cha-Gal4,Acetylcholine,embryo
760,Cha-F-000497,Cha-Gal4,Acetylcholine,embryo
761,Cha-F-000498,Cha-Gal4,Acetylcholine,embryo
762,Cha-F-000499,Cha-Gal4,Acetylcholine,embryo
763,Cha-F-000500,Cha-Gal4,Acetylcholine,embryo
764,Cha-F-000501,Cha-Gal4,Acetylcholine,embryo
765,Cha-F-000502,Cha-Gal4,Acetylcholine,embryo
766,Cha-F-000503,Cha-Gal4,Acetylcholine,embryo
767,Cha-F-000504,Cha-Gal4,Acetylcholine,embryo
768,Cha-F-000506,Cha-Gal4,Acetylcholine,embryo
769,Cha-F-000507,Cha-Gal4,Acetylcholine,embryo
770,Cha-F-000508,Cha-Gal4,Acetylcholine,embryo
771,Cha-F-000509,Cha-Gal4,Acetylcholine,embryo
772,Cha-F-000510,Cha-Gal4,Acetylcholine,embryo
773,Cha-F-000513,Cha-Gal4,Acetylcholine,embryo
774,Cha-F-000515,Cha-Gal4,Acetylcholine,embryo
775,Cha-F-000516,Cha-Gal4,Acetylcholine,embryo
776,Cha-F-000518,Cha-Gal4,Acetylcholine,embryo
777,Cha-F-000519,Cha-Gal4,Acetylcholine,embryo
778,Cha-F-000520,Cha-Gal4,Acetylcholine,embryo
779,Cha-F-000521,Cha-Gal4,Acetylcholine,embryo
780,Cha-F-000522,Cha-Gal4,Acetylcholine,embryo
781,Cha-F-000523,Cha-Gal4,Acetylcholine,embryo
782,Cha-F-000524,Cha-Gal4,Acetylcholine,embryo
783,Cha-F-000525,Cha-Gal4,Acetylcholine,embryo
784,Cha-F-000526,Cha-Gal4,Acetylcholine,embryo
785,Cha-F-000527,Cha-Gal4,Acetylcholine,embryo
786,Cha-F-000528,Cha-Gal4,Acetylcholine,embryo
787,Cha-F-000529,Cha-Gal4,Acetylcholine,embryo
788,Cha-F-000531,Cha-Gal4,Acetylcholine,embryo
789,Cha-F-000532,Cha-Gal4,Acetylcholine,embryo
790,Cha-F-000533,Cha-Gal4,Acetylcholine,embryo
791,Cha-F-000534,Cha-Gal4,Acetylcholine,embryo
792,Cha-F-000535,Cha-Gal4,Acetylcholine,embryo
793,Cha-F-000536,Cha-Gal4,Acetylcholine,embryo
794,Cha-F-100000,Cha-Gal4,Acetylcholine,day 1
795,Cha-F-100001,Cha-Gal4,Acetylcholine,day 1
796,Cha-F-100003,Cha-Gal4,Acetylcholine,day 1
797,Cha-F-100005,Cha-Gal4,Acetylcholine,day 1
798,Cha-F-100007,Cha-Gal4,Acetylcholine,day 1
799,Cha-F-100009,Cha-Gal4,Acetylcholine,day 1
800,Cha-F-100010,Cha-Gal4,Acetylcholine,day 1
801,Cha-F-100011,Cha-Gal4,Acetylcholine,day 1
802,Cha-F-100014,Cha-Gal4,Acetylcholine,day 1
803,Cha-F-100015,Cha-Gal4,Acetylcholine,day 1
804,Cha-F-100016,Cha-Gal4,Acetylcholine,day 1
805,Cha-F-100017,Cha-Gal4,Acetylcholine,day 1
806,Cha-F-100018,Cha-Gal4,Acetylcholine,day 1
807,Cha-F-100020,Cha-Gal4,Acetylcholine,day 1
808,Cha-F-100021,Cha-Gal4,Acetylcholine,day 1
809,Cha-F-100022,Cha-Gal4,Acetylcholine,day 1
810,Cha-F-100023,Cha-Gal4,Acetylcholine,day 1
811,Cha-F-100025,Cha-Gal4,Acetylcholine,day 1
812,Cha-F-100026,Cha-Gal4,Acetylcholine,day 1
813,Cha-F-100027,Cha-Gal4,Acetylcholine,day 1
814,Cha-F-100028,Cha-Gal4,Acetylcholine,day 1
815,Cha-F-100029,Cha-Gal4,Acetylcholine,day 1
816,Cha-F-100030,Cha-Gal4,Acetylcholine,day 1
817,Cha-F-100032,Cha-Gal4,Acetylcholine,day 1
818,Cha-F-100033,Cha-Gal4,Acetylcholine,day 1
819,Cha-F-100034,Cha-Gal4,Acetylcholine,day 1
820,Cha-F-100035,Cha-Gal4,Acetylcholine,day 1
821,Cha-F-100036,Cha-Gal4,Acetylcholine,day 1
822,Cha-F-100038,Cha-Gal4,Acetylcholine,day 1
823,Cha-F-100039,Cha-Gal4,Acetylcholine,day 1
824,Cha-F-100040,Cha-Gal4,Acetylcholine,day 1
825,Cha-F-100041,Cha-Gal4,Acetylcholine,day 1
826,Cha-F-100042,Cha-Gal4,Acetylcholine,day 1
827,Cha-F-100043,Cha-Gal4,Acetylcholine,day 1
828,Cha-F-100044,Cha-Gal4,Acetylcholine,day 1
829,Cha-F-100045,Cha-Gal4,Acetylcholine,day 1
830,Cha-F-100046,Cha-Gal4,Acetylcholine,day 1
831,Cha-F-100047,Cha-Gal4,Acetylcholine,day 1
832,Cha-F-100048,Cha-Gal4,Acetylcholine,day 1
833,Cha-F-100049,Cha-Gal4,Acetylcholine,day 1
834,Cha-F-100050,Cha-Gal4,Acetylcholine,day 1
835,Cha-F-100051,Cha-Gal4,Acetylcholine,day 1
836,Cha-F-100052,Cha-Gal4,Acetylcholine,day 1
837,Cha-F-100054,Cha-Gal4,Acetylcholine,day 1
838,Cha-F-100055,Cha-Gal4,Acetylcholine,day 1
839,Cha-F-100056,Cha-Gal4,Acetylcholine,day 1
840,Cha-F-100057,Cha-Gal4,Acetylcholine,day 1
841,Cha-F-100058,Cha-Gal4,Acetylcholine,day 1
842,Cha-F-100059,Cha-Gal4,Acetylcholine,day 1
843,Cha-F-100060,Cha-Gal4,Acetylcholine,day 1
844,Cha-F-100061,Cha-Gal4,Acetylcholine,day 1
845,Cha-F-100062,Cha-Gal4,Acetylcholine,day 1
846,Cha-F-100063,Cha-Gal4,Acetylcholine,day 1
847,Cha-F-100064,Cha-Gal4,Acetylcholine,day 1
848,Cha-F-100065,Cha-Gal4,Acetylcholine,day 1
849,Cha-F-100066,Cha-Gal4,Acetylcholine,day 1
850,Cha-F-100067,Cha-Gal4,Acetylcholine,day 1
851,Cha-F-100068,Cha-Gal4,Acetylcholine,day 1
852,Cha-F-100069,Cha-Gal4,Acetylcholine,day 1
853,Cha-F-100070,Cha-Gal4,Acetylcholine,day 1
854,Cha-F-100071,Cha-Gal4,Acetylcholine,day 1
855,Cha-F-100072,Cha-Gal4,Acetylcholine,day 1
856,Cha-F-100073,Cha-Gal4,Acetylcholine,day 1
857,Cha-F-100074,Cha-Gal4,Acetylcholine,day 1
858,Cha-F-100075,Cha-Gal4,Acetylcholine,day 1
859,Cha-F-100076,Cha-Gal4,Acetylcholine,day 1
860,Cha-F-100077,Cha-Gal4,Acetylcholine,day 1
861,Cha-F-100078,Cha-Gal4,Acetylcholine,day 1
862,Cha-F-100079,Cha-Gal4,Acetylcholine,day 1
863,Cha-F-100081,Cha-Gal4,Acetylcholine,day 1
864,Cha-F-100082,Cha-Gal4,Acetylcholine,day 1
865,Cha-F-100083,Cha-Gal4,Acetylcholine,day 1
866,Cha-F-100084,Cha-Gal4,Acetylcholine,day 1
867,Cha-F-100085,Cha-Gal4,Acetylcholine,day 1
868,Cha-F-100086,Cha-Gal4,Acetylcholine,day 1
869,Cha-F-100087,Cha-Gal4,Acetylcholine,day 1
870,Cha-F-100088,Cha-Gal4,Acetylcholine,day 1
871,Cha-F-100089,Cha-Gal4,Acetylcholine,day 1
872,Cha-F-100090,Cha-Gal4,Acetylcholine,day 1
873,Cha-F-100091,Cha-Gal4,Acetylcholine,day 1
874,Cha-F-100092,Cha-Gal4,Acetylcholine,day 1
875,Cha-F-100093,Cha-Gal4,Acetylcholine,day 1
876,Cha-F-100094,Cha-Gal4,Acetylcholine,day 1
877,Cha-F-100095,Cha-Gal4,Acetylcholine,day 1
